2020-11-16 16:58:39.507 PST,,,139090,,5fb3203f.21f52,1,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system was shut down at 2020-11-16 16:58:37 PST",,,,,,,,,""
2020-11-16 16:58:39.512 PST,,,139088,,5fb3203f.21f50,1,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2020-11-16 17:01:40.338 PST,"steve","steve",139248,"[local]",5fb320ee.21ff0,1,"idle",2020-11-16 17:01:34 PST,3/8,0,ERROR,42601,"syntax error at or near ""selegt""",,,,,,"selegt * from gar;",1,,"psql"
2020-11-16 17:11:58.786 PST,,,139088,,5fb3203f.21f50,2,,2020-11-16 16:58:39 PST,,0,LOG,00000,"server process (PID 139589) was terminated by signal 11: Segmentation fault","Failed process was running: select * from cat_csv_file;",,,,,,,,""
2020-11-16 17:11:58.786 PST,,,139088,,5fb3203f.21f50,3,,2020-11-16 16:58:39 PST,,0,LOG,00000,"terminating any other active server processes",,,,,,,,,""
2020-11-16 17:11:58.787 PST,"steve","steve",139595,"[local]",5fb3235e.2214b,1,"idle",2020-11-16 17:11:58 PST,4/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,"psql"
2020-11-16 17:11:58.788 PST,,,139094,,5fb3203f.21f56,1,,2020-11-16 16:58:39 PST,1/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,""
2020-11-16 17:11:58.794 PST,,,139088,,5fb3203f.21f50,4,,2020-11-16 16:58:39 PST,,0,LOG,00000,"all server processes terminated; reinitializing",,,,,,,,,""
2020-11-16 17:11:58.966 PST,,,139596,,5fb3235e.2214c,1,,2020-11-16 17:11:58 PST,,0,LOG,00000,"database system was interrupted; last known up at 2020-11-16 17:08:43 PST",,,,,,,,,""
2020-11-16 17:12:00.657 PST,,,139596,,5fb3235e.2214c,2,,2020-11-16 17:11:58 PST,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,,""
2020-11-16 17:12:00.661 PST,,,139596,,5fb3235e.2214c,3,,2020-11-16 17:11:58 PST,,0,LOG,00000,"redo starts at 0/1EFEBC0",,,,,,,,,""
2020-11-16 17:12:00.662 PST,,,139596,,5fb3235e.2214c,4,,2020-11-16 17:11:58 PST,,0,LOG,00000,"invalid record length at 0/1F4F940: wanted 24, got 0",,,,,,,,,""
2020-11-16 17:12:00.662 PST,,,139596,,5fb3235e.2214c,5,,2020-11-16 17:11:58 PST,,0,LOG,00000,"redo done at 0/1F4F348",,,,,,,,,""
2020-11-16 17:12:00.734 PST,,,139088,,5fb3203f.21f50,5,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2020-11-16 17:17:13.891 PST,,,139088,,5fb3203f.21f50,6,,2020-11-16 16:58:39 PST,,0,LOG,00000,"server process (PID 139746) was terminated by signal 11: Segmentation fault","Failed process was running: select * from cat_csv_file;",,,,,,,,""
2020-11-16 17:17:13.891 PST,,,139088,,5fb3203f.21f50,7,,2020-11-16 16:58:39 PST,,0,LOG,00000,"terminating any other active server processes",,,,,,,,,""
2020-11-16 17:17:13.893 PST,,,139616,,5fb32360.22160,1,,2020-11-16 17:12:00 PST,2/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,""
2020-11-16 17:17:13.895 PST,"steve","steve",139753,"[local]",5fb32499.221e9,1,"authentication",2020-11-16 17:17:13 PST,4/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,""
2020-11-16 17:17:13.904 PST,,,139088,,5fb3203f.21f50,8,,2020-11-16 16:58:39 PST,,0,LOG,00000,"all server processes terminated; reinitializing",,,,,,,,,""
2020-11-16 17:17:14.154 PST,,,139754,,5fb3249a.221ea,1,,2020-11-16 17:17:14 PST,,0,LOG,00000,"database system was interrupted; last known up at 2020-11-16 17:17:02 PST",,,,,,,,,""
2020-11-16 17:17:15.774 PST,,,139754,,5fb3249a.221ea,2,,2020-11-16 17:17:14 PST,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,,""
2020-11-16 17:17:15.787 PST,,,139754,,5fb3249a.221ea,3,,2020-11-16 17:17:14 PST,,0,LOG,00000,"redo starts at 0/1F5CC18",,,,,,,,,""
2020-11-16 17:17:15.788 PST,,,139754,,5fb3249a.221ea,4,,2020-11-16 17:17:14 PST,,0,LOG,00000,"invalid record length at 0/1F8C368: wanted 24, got 0",,,,,,,,,""
2020-11-16 17:17:15.788 PST,,,139754,,5fb3249a.221ea,5,,2020-11-16 17:17:14 PST,,0,LOG,00000,"redo done at 0/1F8C330",,,,,,,,,""
2020-11-16 17:17:15.843 PST,,,139088,,5fb3203f.21f50,9,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2020-11-16 17:23:57.208 PST,,,139088,,5fb3203f.21f50,10,,2020-11-16 16:58:39 PST,,0,LOG,00000,"server process (PID 139946) was terminated by signal 11: Segmentation fault","Failed process was running: select * from cat_csv_file;",,,,,,,,""
2020-11-16 17:23:57.208 PST,,,139088,,5fb3203f.21f50,11,,2020-11-16 16:58:39 PST,,0,LOG,00000,"terminating any other active server processes",,,,,,,,,""
2020-11-16 17:23:57.209 PST,,,139784,,5fb3249b.22208,1,,2020-11-16 17:17:15 PST,2/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,""
2020-11-16 17:23:57.210 PST,"steve","steve",139950,"[local]",5fb3262d.222ae,1,"idle",2020-11-16 17:23:57 PST,4/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,"psql"
2020-11-16 17:23:57.211 PST,,,139088,,5fb3203f.21f50,12,,2020-11-16 16:58:39 PST,,0,LOG,00000,"all server processes terminated; reinitializing",,,,,,,,,""
2020-11-16 17:23:57.274 PST,,,139951,,5fb3262d.222af,1,,2020-11-16 17:23:57 PST,,0,LOG,00000,"database system was interrupted; last known up at 2020-11-16 17:17:15 PST",,,,,,,,,""
2020-11-16 17:23:58.310 PST,,,139951,,5fb3262d.222af,2,,2020-11-16 17:23:57 PST,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,,""
2020-11-16 17:23:58.315 PST,,,139951,,5fb3262d.222af,3,,2020-11-16 17:23:57 PST,,0,LOG,00000,"redo starts at 0/1F8C3E0",,,,,,,,,""
2020-11-16 17:23:58.316 PST,,,139951,,5fb3262d.222af,4,,2020-11-16 17:23:57 PST,,0,LOG,00000,"invalid record length at 0/1FBE4C0: wanted 24, got 0",,,,,,,,,""
2020-11-16 17:23:58.316 PST,,,139951,,5fb3262d.222af,5,,2020-11-16 17:23:57 PST,,0,LOG,00000,"redo done at 0/1FBDEB0",,,,,,,,,""
2020-11-16 17:23:58.364 PST,,,139088,,5fb3203f.21f50,13,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2020-11-16 17:31:29.608 PST,,,139088,,5fb3203f.21f50,14,,2020-11-16 16:58:39 PST,,0,LOG,00000,"server process (PID 140170) was terminated by signal 11: Segmentation fault","Failed process was running: select * from cat_csv_file;",,,,,,,,""
2020-11-16 17:31:29.609 PST,,,139088,,5fb3203f.21f50,15,,2020-11-16 16:58:39 PST,,0,LOG,00000,"terminating any other active server processes",,,,,,,,,""
2020-11-16 17:31:29.609 PST,,,139967,,5fb3262e.222bf,1,,2020-11-16 17:23:58 PST,1/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,""
2020-11-16 17:31:29.610 PST,"steve","steve",140174,"[local]",5fb327f1.2238e,1,"idle",2020-11-16 17:31:29 PST,4/0,0,WARNING,57P02,"terminating connection because of crash of another server process","The postmaster has commanded this server process to roll back the current transaction and exit, because another server process exited abnormally and possibly corrupted shared memory.","In a moment you should be able to reconnect to the database and repeat your command.",,,,,,,"psql"
2020-11-16 17:31:29.610 PST,,,139088,,5fb3203f.21f50,16,,2020-11-16 16:58:39 PST,,0,LOG,00000,"all server processes terminated; reinitializing",,,,,,,,,""
2020-11-16 17:31:29.657 PST,,,140175,,5fb327f1.2238f,1,,2020-11-16 17:31:29 PST,,0,LOG,00000,"database system was interrupted; last known up at 2020-11-16 17:23:58 PST",,,,,,,,,""
2020-11-16 17:31:30.803 PST,,,140175,,5fb327f1.2238f,2,,2020-11-16 17:31:29 PST,,0,LOG,00000,"database system was not properly shut down; automatic recovery in progress",,,,,,,,,""
2020-11-16 17:31:30.807 PST,,,140175,,5fb327f1.2238f,3,,2020-11-16 17:31:29 PST,,0,LOG,00000,"redo starts at 0/1FBE538",,,,,,,,,""
2020-11-16 17:31:30.808 PST,,,140175,,5fb327f1.2238f,4,,2020-11-16 17:31:29 PST,,0,LOG,00000,"invalid record length at 0/1FF3608: wanted 24, got 0",,,,,,,,,""
2020-11-16 17:31:30.808 PST,,,140175,,5fb327f1.2238f,5,,2020-11-16 17:31:29 PST,,0,LOG,00000,"redo done at 0/1FF35D0",,,,,,,,,""
2020-11-16 17:31:30.850 PST,,,139088,,5fb3203f.21f50,17,,2020-11-16 16:58:39 PST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,""
2020-11-16 17:43:35.222 PST,"steve","steve",140461,"[local]",5fb32ac0.224ad,1,"idle",2020-11-16 17:43:28 PST,3/22,0,ERROR,42601,"syntax error at or near "";""",,,,,,"drop extension
;",16,,"psql"
2020-11-16 17:46:29.903 PST,"steve","steve",140586,"[local]",5fb32b62.2252a,1,"idle",2020-11-16 17:46:10 PST,3/33,0,ERROR,42601,"syntax error at or near ""fom""",,,,,,"select * fom cat_csv_file;",10,,"psql"
2020-11-15 20:16:43.454 PST,"steve","steve",135134,"[local]",5fb1fcfa.20fde,1,"SELECT",2020-11-15 20:15:54 PST,3/6,0,ERROR,42703,"column ""timestamp"" does not exist",,,,,,"select timestamp from ls_log_files;",8,,"psql"
2020-11-15 22:12:09.123 PST,"steve","steve",137269,"[local]",5fb2181b.21835,1,"idle",2020-11-15 22:11:39 PST,3/141,0,ERROR,42601,"syntax error at or near ""psql""",,,,,,"psql
select * from ls_log_file;",1,,"psql"

